
---------------------------------第1页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:57\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '人民医学', 'txt': '\n                    武汉肺炎疫情的事情，从去年年末出现至今，受到整个社会的广泛关注。今日，《长江日报》发表了最新的武汉不明原因肺炎的情况，根据这条报道可以得知，这次的“武汉肺炎”，不是SARS病毒所引起，而是一种人类以前未发现的新型病毒。那些传谣言说武汉肺炎是SARS的，这下该彻底闭嘴了。#特殊日#  \u200b  展开全文c ', 'date': '\n01月09日19:26\n', 'device': '健康医疗 · 视频社区', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '9', 'like_count': '10'}

---------------------------------第10页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第11页------------------------------

------------------------------该页有6条微博-----------------------------
{'nickname': '厦门网', 'txt': '\n                    【汉不明原因病毒性肺炎病原学鉴定取得初步进展】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。（新华网）详情》》》 \u200b  展开全文c ', 'date': '\n01月09日19:20\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '厦门网', 'txt': '\n                    【汉不明原因病毒性肺炎病原学鉴定取得初步进展】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。（新华网）详情》》》 \u200b  展开全文c ', 'date': '\n01月09日19:20\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}

---------------------------------第12页------------------------------

------------------------------该页有7条微博-----------------------------
{'nickname': '怀念小时候的我', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:18\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '无水印壁纸love', 'txt': '\n                    震惊鸟，去年春季香港流感死了357人！为什么当时没有每日一通报深圳政府，为什么没有紧急修例隔离从港来深的人？香港疫区可是死了300多人啊。深圳人口是香港2.5倍，地少人多，人员密集，暴发起来不堪设想。当时医疗系统怎么没有提升至危急？深圳市民没抢购口罩？无声无息疫情过去了？ \u200b                ', 'date': '\n01月09日19:17\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '2', 'comment_count': 0, 'like_count': '6'}
{'nickname': '滦州检察', 'txt': '\n                    转发                ', 'date': '01月09日16:12', 'device': '红米Redmi', 'favorate_count': 0, 'forward_count': '5', 'comment_count': '5', 'like_count': '3'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}

---------------------------------第13页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}

---------------------------------第1页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:57\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:56\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '用户5636848820', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:55\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '獸獸如此透明无害', 'txt': '\n                    春节放假通知：客服放假时间为1月18号放假至2月2号，期间客服人员可能无法及时回复。因疫情原因厂家放假时间为1月14号-2月10号，期间暂停出货。给大家造成不便，还请谅解。 \u200b                ', 'date': '\n01月09日22:53\n', 'device': 'HUAWEI P30', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '16'}
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:45\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:36\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Jackey雨晴', 'txt': '\n                    【你好，明天】武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒。不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。目前已知的人类冠状病毒共有六种，其中四种较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状，而另外两种是我们简称的SARS和MERS。晚安。 \u200b                ', 'date': '\n01月09日22:35\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '雨中柏拉图', 'txt': '\n                    转发微博                ', 'date': '01月09日14:10', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '2', 'comment_count': '1', 'like_count': '4'}
{'nickname': '用户646386463811309', 'txt': '\n                    快转微博                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:32\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '何老狮-HKG', 'txt': '\n                    近年來非洲豬瘟已在全球多國肆虐，包括歐洲、非洲、亞洲。當中中國疫情更為嚴重，已蔓延至全國所有省份，需要銷毀超過100萬隻活豬，導致豬肉供應大減、價格大漲，在10月份豬肉價格更上漲高達101.3%。據外電報道，中國購買激增填補非洲豬瘟帶來的需求缺口，推動美國豬肉出口量去年11月升至創紀錄水平。 \u200b  展开全文c ', 'date': '\n01月09日22:31\n', 'device': '华为手机', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'DENG鄧鄧鄧o6', 'txt': '\n                    由于肺炎疫情非常时期 冬训只能在家完成打卡训练 看着有总老母亲的安慰感 \u200b                ', 'date': '\n01月09日22:28\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '5'}
{'nickname': 'Rachel5759', 'txt': '\n                    转发微博                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '乘风破浪勇闯天涯', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:26\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '奥力给瞪了瞪他萌萌哒的大眼睛说', 'txt': '\n                    只有有疫情的时候才能体现出我们预防医学的价值，才知道对我们好一点。我们单位楼就是03年非典后才建的。                ', 'date': '01月09日21:30', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '953', 'comment_count': '230', 'like_count': '1500'}
{'nickname': 'Justin黄明昊全国后援会', 'txt': '\n\ue627黄明昊 🧊#黄明昊十八岁生日快乐#   🎂相关微博汇总   < 𝑻𝑯𝑬 𝑨𝑫𝑼𝑳𝑻 𝑾𝑶𝑹𝑳𝑫 𝑾𝒆𝒍𝒄𝒐𝒎𝒆 >   关于你即将到来的十八岁【公益应援】全国疫情物资捐赠·五城驰援 O网页链接无国界医生组织捐赠  \u200b  展开全文c ', 'date': '\n01月09日22:24\n', 'device': '黄明昊超话', 'favorate_count': 0, 'forward_count': '251', 'comment_count': '640', 'like_count': '1510'}
{'nickname': '38aelig38micro38middot63349', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:24\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '38aelig38micro38middot63349', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:24\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '38aelig38micro38middot63349', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:24\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '38aelig38micro38middot63349', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日22:24\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第2页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '天眼新闻', 'txt': '\n#人事任免# #武汉发现不明原因肺炎# 【天眼晚新闻丨贵州省“不忘初心、牢记使命”主题教育总结大会召开；魏国楠辞去贵州省人民政府副省长职务；武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展；外交部回应中国公民在美被捕】O网页链接 \u200b                ', 'date': '\n01月09日22:13\n', 'device': '360安全浏览器', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '天眼新闻', 'txt': '\n#人事任免# #武汉发现不明原因肺炎# 【天眼晚新闻丨贵州省“不忘初心、牢记使命”主题教育总结大会召开；魏国楠辞去贵州省人民政府副省长职务；武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展；外交部回应中国公民在美被捕】O网页链接 \u200b                ', 'date': '\n01月09日22:13\n', 'device': '360安全浏览器', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'mrbeardman', 'txt': '\n                    省儿保奥司他韦备货充足，看来现在流感疫情很严重 \u200b                ', 'date': '\n01月09日22:06\n', 'device': '华为手机', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '新浪湖北健康频道', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒# 冠状病毒是啥？科普一下↓】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。冠状病毒病毒到底是什么？记者采访了病原检测结果初步评估专家组组长、中国工程院院 \u200b  展开全文c ', 'date': '\n01月09日22:02\n', 'device': 'iPhone X', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '1', 'like_count': '2'}
{'nickname': '捞金财神爷', 'txt': '\n                    【大北农：2019年生猪销售收入同比增长68%】大北农公告，2019年12月销售生猪12.92万头，销售收入5.7亿元。其中销售收入环比增长84.47%，同比增长151.10%；销售数量环比增长67.79.15%，同比增长-14.2%；商品肥猪出栏均重144.88公斤，销售均价33.81元/公斤。2019年1-12月，销售收入33.3亿元，同比增长68. \u200b  展开全文c ', 'date': '\n01月09日22:01\n', 'device': '360安全浏览器', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '4'}
{'nickname': '长江日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒# 冠状病毒是啥？科普一下↓】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。冠状病毒病毒到底是什么？记者采访了病原检测结果初步评估专家组组长、中国工程院院 \u200b  展开全文c ', 'date': '\n01月09日22:00\n', 'device': '360安全浏览器', 'favorate_count': 0, 'forward_count': '26', 'comment_count': '35', 'like_count': '70'}
{'nickname': '用户7317653454', 'txt': '\n                    专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 O专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 \u200b                ', 'date': '\n01月09日21:59\n', 'device': '学习强国客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '湖北之声', 'txt': '\n                    【世卫组织关于中国武汉聚集性肺炎病例的声明】中国当局已经初步确定了一种新型（或新的）冠状病毒，该病毒发现于武汉某住院肺炎患者。中国研究人员通过从一名阳性患者样本中分离出的病毒进行了基因测序。在短时间内初步鉴定出一种新型病毒是一项显著成就，表明中国在管理新疫情方面的能力有所增强。 \u200b  展开全文c ', 'date': '\n01月09日21:58\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '7', 'comment_count': '5', 'like_count': '3'}
{'nickname': '白杨笔迹', 'txt': '\n                    【大北农：2019年生猪销售收入同比增长68%】大北农(002385)1月9日晚间公告，2019年12月销售生猪12.92万头，销售收入5.7亿元，销售收入环比增长84.47%，同比增长151.10%。2019年1-12月，销售收入33.3亿元，同比增长68.18%。为有效防控非洲猪瘟疫情，各单位加大卫生防疫力度，分阶段补栏和分阶段装猪， \u200b  展开全文c ', 'date': '\n01月09日21:55\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '童心未泯ju', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日21:54\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '中国舆论场', 'txt': '\n                    【#中国舆论场指数#〔2020.01.09〕】①习近平就乌克兰客机坠毁分别向乌克兰总统 伊朗总统致慰问电；②美总统称伊朗袭击未致美方人员伤亡；③武汉不明原因病毒性肺炎疫情 病原体初步判定为新型冠状病毒……更多内容戳下图↓↓↓  O中国舆论场指数〔2020.01.09〕 \u200b                ', 'date': '\n01月09日21:54\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '娜个儿童节', 'txt': '\n                    希望疫情能够早日控制                ', 'date': '01月09日08:19', 'device': '\n                        01月09日 21:53\n                        ', 'favorate_count': 0, 'forward_count': '582', 'comment_count': '701', 'like_count': '2735'}
{'nickname': '独行骑士·Lwf', 'txt': '\n                    武汉病毒性肺炎疫情病原体初步判定为新型冠状病毒【来自中新网客户端】O网页链接 \u200b                ', 'date': '\n01月09日21:48\n', 'device': '中新网android客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '拉琴和运动的小孩', 'txt': '\n                    想起03年的SARS                ', 'date': '01月09日18:32', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '305', 'comment_count': '301', 'like_count': '143'}
{'nickname': '秋天里的童话18', 'txt': '\n                    武汉的不明原因肺炎有结果了。引起此次疫情的新型冠状病毒不同于已发现的人类冠状病毒。\u200b病毒是世界上最小的生物，只有在电镜下才能观察到。\u200b病毒的形态有球形、丝形、弹形、砖形、蝌蚪形等。病毒个体很小，可以通过细菌过滤器，所以必须用电镜才能观察，以纳米为记数单位，各种病毒的大小差别很大 \u200b  展开全文c ', 'date': '\n01月09日21:41\n', 'device': 'HUAWEI P20', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '云南日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒# 冠状病毒是啥？科普一下↓】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。冠状病毒病毒到底是什么？记者采访了病原检测结果初步评估专家组组长、中国工程院院 \u200b  展开全文c ', 'date': '\n01月09日21:40\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'seniorzhao', 'txt': '\n                    🔻 新闻热词【武汉病毒性肺炎疫情，病原体初步判定】人际传播 human-to-human transmission / interpersonal transmission感染源 source of infection呼吸系统疾病 respiratory disease致死率 fatality rate \u200b                ', 'date': '\n01月09日21:39\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'seniorzhao', 'txt': '\n                    🔻 新闻热词【武汉病毒性肺炎疫情，病原体初步判定】人际传播 human-to-human transmission / interpersonal transmission感染源 source of infection呼吸系统疾病 respiratory disease致死率 fatality rate \u200b                ', 'date': '\n01月09日21:39\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'seniorzhao', 'txt': '\n                    🔻 新闻热词【武汉病毒性肺炎疫情，病原体初步判定】人际传播 human-to-human transmission / interpersonal transmission感染源 source of infection呼吸系统疾病 respiratory disease致死率 fatality rate \u200b                ', 'date': '\n01月09日21:39\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': 'seniorzhao', 'txt': '\n                    🔻 新闻热词【武汉病毒性肺炎疫情，病原体初步判定】人际传播 human-to-human transmission / interpersonal transmission感染源 source of infection呼吸系统疾病 respiratory disease致死率 fatality rate \u200b                ', 'date': '\n01月09日21:39\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}

---------------------------------第3页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '善良的老牛011', 'txt': '\n                    【大北农：2019年生猪销售收入同比增长68%】大北农(002385)1月9日晚间公告，2019年12月销售生猪12.92万头，销售收入5.7亿元，销售收入环比增长84.47%，同比增长151.10%。2019年1-12月，销售收入33.3亿元，同比增长68.18%。为有效防控非洲猪瘟疫情，各单位加大卫生防疫力度，分阶段补栏和分阶段装猪，公 \u200b  展开全文c ', 'date': '\n01月09日21:38\n', 'device': 'nova5Pro人像超级夜景', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '网易健康', 'txt': '\n                    【世卫组织关于中国武汉聚集性肺炎病例的声明】1月9日世卫组织发表声明表示：发现于武汉的肺炎病例已被中国当局初步确定是由一种新型（或新的）冠状病毒引起。中国研究人员在短时间内初步鉴定出一种新型病毒是一项显著成就，表明中国在管理新疫情方面的能力有所增强。此外世卫组织还建议不要对中国实 \u200b  展开全文c ', 'date': '\n01月09日21:37\n', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '3', 'comment_count': '3', 'like_count': '5'}
{'nickname': 'Pisigomet', 'txt': '\n                    今天，新华社报道，武汉不明原因的病毒性肺炎疫情病原学鉴定获得新进展。截至2020年1月7日21时，实验室检出一种新型冠状病毒。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。O新“冠状病毒”来啦？中科院院士：我们胸有成竹！ \u200b                ', 'date': '\n01月09日21:37\n', 'device': 'HUAWEI Mate 20', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '没断奶', 'txt': '\n                    快转微博                ', 'date': '01月09日15:25', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '11', 'comment_count': '1', 'like_count': '23'}
